x1,y1,x2,y2
341.0,0.303,457.0215729,0.165110927
340.0,0.307,456.7679914,0.165862116
339.0,0.311,456.51441,0.166555718
338.0,0.314,456.2608286,0.167190184
337.0,0.318,456.0072471,0.16776409
336.0,0.321,455.7536657,0.168276146
335.0,0.324,455.5000843,0.168725202
334.0,0.326,455.2465029,0.169110258
333.0,0.328,454.9929214,0.169430468
332.0,0.33,454.73934,0.169685145
331.0,0.333,454.4857586,0.169873766
330.0,0.335,454.2321771,0.169995976
329.0,0.337,453.9785957,0.17005159
328.0,0.34,453.7250143,0.170040594
327.0,0.343,453.4714329,0.169963142
326.0,0.346,453.2178514,0.169819562
325.0,0.348,452.96427,0.169610349
324.0,0.35,452.7106886,0.16933616
323.0,0.353,452.4571071,0.168997815
322.0,0.355,452.2035257,0.168596291
321.0,0.357,451.9499443,0.168132712
320.0,0.36,451.6963629,0.167608345
319.0,0.363,451.4427814,0.167024593
318.0,0.366,451.1892,0.166382985
317.0,0.37,450.9356186,0.165685169
316.0,0.373,450.6820371,0.164932902
315.0,0.377,450.4284557,0.164128036
314.0,0.381,450.1748743,0.163272516
313.0,0.385,449.9212929,0.162368363
312.0,0.389,449.6677114,0.161417667
311.0,0.394,449.41413,0.160422574
310.0,0.398,449.1605486,0.159385279
309.0,0.403,448.9069671,0.158308012
308.0,0.408,448.6533857,0.157193031
307.0,0.413,448.3998043,0.15604261
306.0,0.418,448.1462229,0.154859033
305.0,0.423,447.8926414,0.153644581
304.0,0.429,447.63906,0.152401525
303.0,0.435,447.3854786,0.15113212
302.0,0.441,447.1318971,0.149838595
301.0,0.447,446.8783157,0.148523147
300.0,0.454,446.6247343,0.147187934
299.0,0.46,446.3711529,0.145835072
298.0,0.467,446.1175714,0.144466625
297.0,0.474,445.86399,0.143084605
296.0,0.482,445.6104086,0.141690965
295.0,0.491,445.3568271,0.140287597
294.0,0.501,445.1032457,0.138876329
293.0,0.512,444.8496643,0.137458922
292.0,0.523,444.5960829,0.136037067
291.0,0.534,444.3425014,0.134612386
290.0,0.547,444.08892,0.133186429
289.0,0.56,443.8353386,0.131760676
288.0,0.575,443.5817571,0.130336532
287.0,0.591,443.3281757,0.128915332
286.0,0.608,443.0745943,0.127498339
285.0,0.626,442.8210129,0.126086744
284.0,0.645,442.5674314,0.124681671
283.0,0.663,442.31385,0.123284172
282.0,0.681,442.0602686,0.121895235
281.0,0.699,441.8066871,0.120515778
280.0,0.715,441.5531057,0.119146661
279.0,0.731,441.2995243,0.117788676
278.0,0.744,441.0459429,0.11644256
277.0,0.756,440.7923614,0.115108989
276.0,0.766,440.53878,0.113788585
275.0,0.773,440.2851986,0.112481913
274.0,0.778,440.0316171,0.111189492
273.0,0.779,439.7780357,0.109911787
272.0,0.778,439.5244543,0.108649219
271.0,0.774,439.2708729,0.107402163
270.0,0.767,439.0172914,0.106170951
269.0,0.759,438.76371,0.104955876
268.0,0.748,438.5101286,0.103757191
267.0,0.736,438.2565471,0.102575115
266.0,0.722,438.0029657,0.101409831
265.0,0.707,437.7493843,0.100261492
264.0,0.691,437.4958029,0.099130218
263.0,0.673,437.2422214,0.098016103
262.0,0.655,436.98864,0.096919214
261.0,0.636,436.7350586,0.095839592
260.0,0.618,436.4814771,0.094777257
259.0,0.601,436.2278957,0.093732207
258.0,0.584,435.9743143,0.092704418
257.0,0.569,435.7207329,0.091693849
256.0,0.554,435.4671514,0.090700443
255.0,0.54,435.21357,0.089724126
254.0,0.528,434.9599886,0.088764809
253.0,0.518,434.7064071,0.087822391
252.0,0.508,434.4528257,0.086896758
251.0,0.5,434.1992443,0.085987786
250.0,0.494,433.9456629,0.08509534
249.0,0.489,433.6920814,0.084219276
248.0,0.485,433.4385,0.083359442
247.0,0.482,433.1849186,0.082515679
246.0,0.479,432.9313371,0.081687821
245.0,0.477,432.6777557,0.080875696
244.0,0.475,432.4241743,0.080079128
243.0,0.475,432.1705929,0.079297936
242.0,0.476,431.9170114,0.078531935
241.0,0.478,431.66343,0.077780937
240.0,0.481,431.4098486,0.077044751
239.0,0.486,431.1562671,0.076323185
238.0,0.493,430.9026857,0.075616045
237.0,0.502,430.6491043,0.074923134
236.0,0.512,430.3955229,0.074244256
235.0,0.525,430.1419414,0.073579213
234.0,0.54,429.88836,0.072927809
233.0,0.557,429.6347786,0.072289847
232.0,0.617,429.3811971,0.071665129
231.0,0.658,429.1276157,0.071053461
230.0,2.01,428.8740343,0.070454646
229.0,1.855,428.6204529,0.069868492
228.0,1.706,428.3668714,0.069294805
227.0,3.049,428.11329,0.068733395
226.0,4.39,427.8597086,0.068184073
225.0,5.686,427.6061271,0.067646652
224.0,6.999,427.3525457,0.067120947
223.0,6.999,427.0989643,0.066606774
222.0,8.504,426.8453829,0.066103953
221.0,10.0,426.5918014,0.065612306
220.0,10.0,426.33822,0.065131657
219.0,10.0,426.0846386,0.064661832
218.0,10.0,425.8310571,0.064202661
217.0,10.0,425.5774757,0.063753975
216.0,10.0,425.3238943,0.06331561
215.0,8.448,425.0703129,0.062887403
214.0,6.867,424.8167314,0.062469194
213.0,5.32,424.56315,0.062060825
212.0,5.32,424.3095686,0.061662143
211.0,5.32,424.0559871,0.061272997
210.0,5.32,423.8024057,0.060893238
209.0,5.32,423.5488243,0.06052272
208.0,6.872,423.2952429,0.060161301
207.0,8.453,423.0416614,0.059808841
206.0,10.0,422.78808,0.059465203
205.0,8.628,422.5344986,0.059130253
204.0,7.079,422.2809171,0.05880386
203.0,5.532,422.0273357,0.058485895
,,421.7737543,0.058176233
,,421.5201729,0.057874751
,,421.2665914,0.057581329
,,421.01301,0.057295851
,,420.7594286,0.057018201
,,420.5058471,0.056748267
,,420.2522657,0.056485942
,,419.9986843,0.056231117
,,419.7451029,0.055983691
,,419.4915214,0.055743561
,,419.23794,0.055510629
,,418.9843586,0.055284799
,,418.7307771,0.055065977
,,418.4771957,0.054854073
,,418.2236143,0.054648998
,,417.9700329,0.054450666
,,417.7164514,0.054258993
,,417.46287,0.054073899
,,417.2092886,0.053895303
,,416.9557071,0.053723129
,,416.7021257,0.053557303
,,416.4485443,0.053397754
,,416.1949629,0.05324441
,,415.9413814,0.053097204
,,415.6878,0.052956071
,,415.4342186,0.052820947
,,415.1806371,0.052691771
,,414.9270557,0.052568483
,,414.6734743,0.052451028
,,414.4198929,0.052339348
,,414.1663114,0.052233392
,,413.91273,0.052133108
,,413.6591486,0.052038447
,,413.4055671,0.051949362
,,413.1519857,0.051865807
,,412.8984043,0.051787739
,,412.6448229,0.051715115
,,412.3912414,0.051647898
,,412.13766,0.051586048
,,411.8840786,0.051529529
,,411.6304971,0.051478306
,,411.3769157,0.051432348
,,411.1233343,0.051391624
,,410.8697529,0.051356103
,,410.6161714,0.051325759
,,410.36259,0.051300565
,,410.1090086,0.051280498
,,409.8554271,0.051265535
,,409.6018457,0.051255654
,,409.3482643,0.051250838
,,409.0946829,0.051251067
,,408.8411014,0.051256326
,,408.58752,0.0512666
,,408.3339386,0.051281875
,,408.0803571,0.051302142
,,407.8267757,0.051327388
,,407.5731943,0.051357606
,,407.3196129,0.051392788
,,407.0660314,0.051432929
,,406.81245,0.051478024
,,406.5588686,0.05152807
,,406.3052871,0.051583067
,,406.0517057,0.051643013
,,405.7981243,0.05170791
,,405.5445429,0.051777761
,,405.2909614,0.051852569
,,405.03738,0.05193234
,,404.7837986,0.052017079
,,404.5302171,0.052106795
,,404.2766357,0.052201496
,,404.0230543,0.052301192
,,403.7694729,0.052405895
,,403.5158914,0.052515616
,,403.26231,0.052630369
,,403.0087286,0.052750168
,,402.7551471,0.05287503
,,402.5015657,0.053004969
,,402.2479843,0.053140004
,,401.9944029,0.053280153
,,401.7408214,0.053425435
,,401.48724,0.05357587
,,401.2336586,0.053731478
,,400.9800771,0.053892281
,,400.7264957,0.0540583
,,400.4729143,0.05422956
,,400.2193329,0.054406081
,,399.9657514,0.054587888
,,399.71217,0.054775006
,,399.4585886,0.054967456
,,399.2050071,0.055165265
,,398.9514257,0.055368457
,,398.6978443,0.055577055
,,398.4442629,0.055791085
,,398.1906814,0.05601057
,,397.9371,0.056235534
,,397.6835186,0.056466
,,397.4299371,0.056701991
,,397.1763557,0.056943528
,,396.9227743,0.057190634
,,396.6691929,0.057443328
,,396.4156114,0.057701628
,,396.16203,0.057965553
,,395.9084486,0.058235119
,,395.6548671,0.058510339
,,395.4012857,0.058791226
,,395.1477043,0.05907779
,,394.8941229,0.05937004
,,394.6405414,0.05966798
,,394.38696,0.059971614
,,394.1333786,0.060280941
,,393.8797971,0.060595957
,,393.6262157,0.060916655
,,393.3726343,0.061243025
,,393.1190529,0.061575051
,,392.8654714,0.061912715
,,392.61189,0.062255993
,,392.3583086,0.062604857
,,392.1047271,0.062959272
,,391.8511457,0.0633192
,,391.5975643,0.063684597
,,391.3439829,0.064055411
,,391.0904014,0.064431587
,,390.83682,0.064813061
,,390.5832386,0.065199764
,,390.3296571,0.065591618
,,390.0760757,0.06598854
,,389.8224943,0.066390439
,,389.5689129,0.066797215
,,389.3153314,0.067208763
,,389.06175,0.067624968
,,388.8081686,0.068045707
,,388.5545871,0.068470851
,,388.3010057,0.06890026
,,388.0474243,0.069333788
,,387.7938429,0.06977128
,,387.5402614,0.070212575
,,387.28668,0.070657501
,,387.0330986,0.071105881
,,386.7795171,0.07155753
,,386.5259357,0.072012255
,,386.2723543,0.072469859
,,386.0187729,0.072930136
,,385.7651914,0.073392876
,,385.51161,0.073857864
,,385.2580286,0.07432488
,,385.0044471,0.074793703
,,384.7508657,0.075264106
,,384.4972843,0.075735863
,,384.2437029,0.076208745
,,383.9901214,0.076682525
,,383.73654,0.077156977
,,383.4829586,0.077631879
,,383.2293771,0.078107009
,,382.9757957,0.078582155
,,382.7222143,0.079057107
,,382.4686329,0.079531667
,,382.2150514,0.080005642
,,381.96147,0.080478852
,,381.7078886,0.080951129
,,381.4543071,0.081422317
,,381.2007257,0.081892275
,,380.9471443,0.082360878
,,380.6935629,0.082828018
,,380.4399814,0.083293604
,,380.1864,0.083757566
,,379.9328186,0.084219854
,,379.6792371,0.084680436
,,379.4256557,0.085139307
,,379.1720743,0.085596481
,,378.9184929,0.086051996
,,378.6649114,0.086505913
,,378.41133,0.086958319
,,378.1577486,0.087409322
,,377.9041671,0.087859055
,,377.6505857,0.088307675
,,377.3970043,0.088755364
,,377.1434229,0.089202323
,,376.8898414,0.08964878
,,376.63626,0.090094981
,,376.3826786,0.090541196
,,376.1290971,0.090987714
,,375.8755157,0.091434842
,,375.6219343,0.091882907
,,375.3683529,0.092332251
,,375.1147714,0.092783235
,,374.86119,0.093236229
,,374.6076086,0.093691622
,,374.3540271,0.09414981
,,374.1004457,0.094611203
,,373.8468643,0.095076217
,,373.5932829,0.095545278
,,373.3397014,0.096018819
,,373.08612,0.096497274
,,372.8325386,0.096981086
,,372.5789571,0.097470697
,,372.3253757,0.097966553
,,372.0717943,0.098469097
,,371.8182129,0.098978775
,,371.5646314,0.099496029
,,371.31105,0.1000213
,,371.0574686,0.100555022
,,370.8038871,0.101097629
,,370.5503057,0.101649547
,,370.2967243,0.102211198
,,370.0431429,0.102782996
,,369.7895614,0.103365349
,,369.53598,0.103958657
,,369.2823986,0.104563313
,,369.0288171,0.105179701
,,368.7752357,0.105808196
,,368.5216543,0.106449165
,,368.2680729,0.107102965
,,368.0144914,0.107769943
,,367.76091,0.108450439
,,367.5073286,0.109144778
,,367.2537471,0.109853281
,,367.0001657,0.110576254
,,366.7465843,0.111313994
,,366.4930029,0.112066788
,,366.2394214,0.112834912
,,365.98584,0.113618632
,,365.7322586,0.114418201
,,365.4786771,0.115233862
,,365.2250957,0.116065847
,,364.9715143,0.116914375
,,364.7179329,0.117779656
,,364.4643514,0.118661885
,,364.21077,0.119561247
,,363.9571886,0.120477913
,,363.7036071,0.121412043
,,363.4500257,0.122363782
,,363.1964443,0.123333264
,,362.9428629,0.124320608
,,362.6892814,0.125325919
,,362.4357,0.126349289
,,362.1821186,0.127390793
,,361.9285371,0.128450493
,,361.6749557,0.129528436
,,361.4213743,0.130624651
,,361.1677929,0.131739153
,,360.9142114,0.13287194
,,360.66063,0.134022991
,,360.4070486,0.135192272
,,360.1534671,0.136379727
,,359.8998857,0.137585285
,,359.6463043,0.138808857
,,359.3927229,0.140050334
,,359.1391414,0.141309591
,,358.88556,0.142586481
,,358.6319786,0.143880843
,,358.3783971,0.145192495
,,358.1248157,0.146521237
,,357.8712343,0.147866852
,,357.6176529,0.149229104
,,357.3640714,0.150607742
,,357.11049,0.152002498
,,356.8569086,0.153413087
,,356.6033271,0.154839212
,,356.3497457,0.156280561
,,356.0961643,0.15773681
,,355.8425829,0.159207623
,,355.5890014,0.160692658
,,355.33542,0.162191561
,,355.0818386,0.163703977
,,354.8282571,0.165229543
,,354.5746757,0.1667679
,,354.3210943,0.168318685
,,354.0675129,0.169881542
,,353.8139314,0.17145612
,,353.56035,0.173042079
,,353.3067686,0.174639089
,,353.0531871,0.176246836
,,352.7996057,0.177865027
,,352.5460243,0.179493386
,,352.2924429,0.181131666
,,352.0388614,0.182779645
,,351.78528,0.184437133
,,351.5316986,0.186103975
,,351.2781171,0.187780052
,,351.0245357,0.189465286
,,350.7709543,0.191159642
,,350.5173729,0.192863128
,,350.2637914,0.194575802
,,350.01021,0.196297771
,,349.7566286,0.198029193
,,349.5030471,0.199770279
,,349.2494657,0.201521294
,,348.9958843,0.203282558
,,348.7423029,0.205054446
,,348.4887214,0.206837389
,,348.23514,0.208631872
,,347.9815586,0.210438436
,,347.7279771,0.212257672
,,347.4743957,0.214090225
,,347.2208143,0.215936789
,,346.9672329,0.217798106
,,346.7136514,0.219674962
,,346.46007,0.221568185
,,346.2064886,0.223478641
,,345.9529071,0.225407232
,,345.6993257,0.227354889
,,345.4457443,0.229322571
,,345.1921629,0.231311259
,,344.9385814,0.233321951
,,344.685,0.235355657
,,344.4314186,0.237413397
,,344.1778371,0.239496191
,,343.9242557,0.241605058
,,343.6706743,0.243741008
,,343.4170929,0.245905037
,,343.1635114,0.248098124
,,342.90993,0.250321222
,,342.6563486,0.252575254
,,342.4027671,0.254861109
,,342.1491857,0.257179634
,,341.8956043,0.259531629
,,341.6420229,0.261917843
,,341.3884414,0.264338968
,,341.13486,0.266795634
,,340.8812786,0.269288401
,,340.6276971,0.271817758
,,340.3741157,0.274384113
,,340.1205343,0.276987794
,,339.8669529,0.279629038
,,339.6133714,0.282307987
,,339.35979,0.285024687
,,339.1062086,0.287779079
,,338.8526271,0.290570995
,,338.5990457,0.293400154
,,338.3454643,0.296266156
,,338.0918829,0.299168478
,,337.8383014,0.302106472
,,337.58472,0.305079355
,,337.3311386,0.30808621
,,337.0775571,0.311125978
,,336.8239757,0.314197455
,,336.5703943,0.317299293
,,336.3168129,0.320429987
,,336.0632314,0.323587879
,,335.80965,0.326771155
,,335.5560686,0.329977836
,,335.3024871,0.333205783
,,335.0489057,0.336452692
,,334.7953243,0.339716089
,,334.5417429,0.342993337
,,334.2881614,0.346281628
,,334.03458,0.349577987
,,333.7809986,0.352879273
,,333.5274171,0.356182179
,,333.2738357,0.359483233
,,333.0202543,0.362778807
,,332.7666729,0.366065113
,,332.5130914,0.369338214
,,332.25951,0.372594027
,,332.0059286,0.375828328
,,331.7523471,0.379036766
,,331.4987657,0.382214863
,,331.2451843,0.385358032
,,330.9916029,0.388461581
,,330.7380214,0.391520729
,,330.48444,0.394530619
,,330.2308586,0.39748633
,,329.9772771,0.400382891
,,329.7236957,0.403215302
,,329.4701143,0.405978545
,,329.2165329,0.408667604
,,328.9629514,0.411277485
,,328.70937,0.413803235
,,328.4557886,0.416239957
,,328.2022071,0.418582839
,,327.9486257,0.420827166
,,327.6950443,0.422968347
,,327.4414629,0.425001932
,,327.1878814,0.426923637
,,326.9343,0.428729362
,,326.6807186,0.430415212
,,326.4271371,0.431977518
,,326.1735557,0.433412856
,,325.9199743,0.434718062
,,325.6663929,0.435890257
,,325.4128114,0.436926855
,,325.15923,0.437825582
,,324.9056486,0.438584491
,,324.6520671,0.439201968
,,324.3984857,0.439676746
,,324.1449043,0.440007915
,,323.8913229,0.440194922
,,323.6377414,0.44023758
,,323.38416,0.440136066
,,323.1305786,0.439890925
,,322.8769971,0.439503066
,,322.6234157,0.438973753
,,322.3698343,0.438304606
,,322.1162529,0.437497587
,,321.8626714,0.436554992
,,321.60909,0.435479436
,,321.3555086,0.434273842
,,321.1019271,0.432941423
,,320.8483457,0.431485666
,,320.5947643,0.429910311
,,320.3411829,0.428219338
,,320.0876014,0.426416937
,,319.83402,0.424507496
,,319.5804386,0.422495574
,,319.3268571,0.420385881
,,319.0732757,0.418183255
,,318.8196943,0.41589264
,,318.5661129,0.413519064
,,318.3125314,0.411067621
,,318.05895,0.408543443
,,317.8053686,0.405951686
,,317.5517871,0.403297508
,,317.2982057,0.40058605
,,317.0446243,0.397822419
,,316.7910429,0.39501167
,,316.5374614,0.392158795
,,316.28388,0.389268702
,,316.0302986,0.386346208
,,315.7767171,0.383396024
,,315.5231357,0.380422743
,,315.2695543,0.377430836
,,315.0159729,0.374424639
,,314.7623914,0.371408347
,,314.50881,0.36838601
,,314.2552286,0.365361526
,,314.0016471,0.362338639
,,313.7480657,0.359320936
,,313.4944843,0.356311846
,,313.2409029,0.353314637
,,312.9873214,0.350332418
,,312.73374,0.34736814
,,312.4801586,0.344424598
,,312.2265771,0.341504429
,,311.9729957,0.338610121
,,311.7194143,0.335744011
,,311.4658329,0.332908291
,,311.2122514,0.330105012
,,310.95867,0.327336089
,,310.7050886,0.324603303
,,310.4515071,0.321908309
