x1,y1,x2,y2
,,310.1979257,0.319252637
,,309.9443443,0.316637704
,,309.6907629,0.31406481
,,309.4371814,0.31153515
,,309.1836,0.309049819
,,308.9300186,0.306609812
,,308.6764371,0.304216034
,,308.4228557,0.301869304
,,308.1692743,0.29957036
,,307.9156929,0.29731986
,,307.6621114,0.295118394
,,307.40853,0.292966481
,,307.1549486,0.29086458
,,306.9013671,0.288813087
,,306.6477857,0.286812345
,,306.3942043,0.284862646
,,306.1406229,0.282964234
,,305.8870414,0.281117306
,,305.63346,0.279322021
,,305.3798786,0.277578498
,,305.1262971,0.275886821
,,304.8727157,0.274247041
,,304.6191343,0.272659179
,,304.3655529,0.271123229
,,304.1119714,0.269639156
,,303.85839,0.268206906
,,303.6048086,0.266826398
,,303.3512271,0.265497535
,,303.0976457,0.264220199
,,302.8440643,0.262994255
,,302.5904829,0.261819555
,,302.3369014,0.260695933
,,302.08332,0.259623212
,,301.8297386,0.258601203
,,301.5761571,0.257629705
,,301.3225757,0.256708509
,,301.0689943,0.255837393
,,300.8154129,0.255016131
,,300.5618314,0.254244487
,,300.30825,0.253522219
,,300.0546686,0.25284908
,,299.8010871,0.252224816
,,299.5475057,0.251649168
,,299.2939243,0.251121876
,,299.0403429,0.250642672
,,298.7867614,0.250211287
,,298.53318,0.249827451
,,298.2795986,0.24949089
,,298.0260171,0.249201328
,,297.7724357,0.248958488
,,297.5188543,0.248762094
,,297.2652729,0.248611866
,,297.0116914,0.248507527
,,296.75811,0.248448798
,,296.5045286,0.248435401
,,296.2509471,0.24846706
,,295.9973657,0.248543499
,,295.7437843,0.248664443
,,295.4902029,0.248829618
,,295.2366214,0.249038754
,,294.98304,0.24929158
,,294.7294586,0.249587828
,,294.4758771,0.249927234
,,294.2222957,0.250309535
,,293.9687143,0.25073447
,,293.7151329,0.251201782
,,293.4615514,0.251711216
,,293.20797,0.252262519
,,292.9543886,0.252855442
,,292.7008071,0.25348974
,,292.4472257,0.254165169
,,292.1936443,0.254881488
,,291.9400629,0.255638461
,,291.6864814,0.256435852
,,291.4329,0.257273428
,,291.1793186,0.258150961
,,290.9257371,0.259068222
,,290.6721557,0.260024985
,,290.4185743,0.261021026
,,290.1649929,0.262056121
,,289.9114114,0.263130046
,,289.65783,0.264242578
,,289.4042486,0.265393491
,,289.1506671,0.266582559
,,288.8970857,0.267809551
,,288.6435043,0.269074233
,,288.3899229,0.270376364
,,288.1363414,0.271715697
,,287.88276,0.273091976
,,287.6291786,0.274504935
,,287.3755971,0.275954295
,,287.1220157,0.277439763
,,286.8684343,0.278961028
,,286.6148529,0.280517763
,,286.3612714,0.282109617
,,286.10769,0.283736214
,,285.8541086,0.285397152
,,285.6005271,0.287092
,,285.3469457,0.288820293
,,285.0933643,0.290581529
,,284.8397829,0.292375167
,,284.5862014,0.294200624
,,284.33262,0.29605727
,,284.0790386,0.297944427
,,283.8254571,0.299861362
,,283.5718757,0.301807289
,,283.3182943,0.303781361
,,283.0647129,0.305782671
,,282.8111314,0.307810245
,,282.55755,0.309863043
,,282.3039686,0.311939955
,,282.0503871,0.314039797
,,281.7968057,0.316161313
,,281.5432243,0.318303172
,,281.2896429,0.320463962
,,281.0360614,0.322642197
,,280.78248,0.32483631
,,280.5288986,0.327044658
,,280.2753171,0.329265519
,,280.0217357,0.331497092
,,279.7681543,0.333737505
,,279.5145729,0.335984809
,,279.2609914,0.338236986
,,279.00741,0.340491948
,,278.7538286,0.342747545
,,278.5002471,0.345001568
,,278.2466657,0.34725175
,,277.9930843,0.349495777
,,277.7395029,0.351731289
,,277.4859214,0.353955892
,,277.23234,0.356167158
,,276.9787586,0.358362636
,,276.7251771,0.360539861
,,276.4715957,0.362696356
,,276.2180143,0.364829649
,,275.9644329,0.366937271
,,275.7108514,0.369016774
,,275.45727,0.37106573
,,275.2036886,0.373081749
,,274.9501071,0.375062477
,,274.6965257,0.377005614
,,274.4429443,0.378908912
,,274.1893629,0.380770189
,,273.9357814,0.382587334
,,273.6822,0.384358311
,,273.4286186,0.386081167
,,273.1750371,0.387754034
,,272.9214557,0.389375137
,,272.6678743,0.390942795
,,272.4142929,0.392455423
,,272.1607114,0.393911536
,,271.90713,0.395309748
,,271.6535486,0.396648771
,,271.3999671,0.397927419
,,271.1463857,0.399144602
,,270.8928043,0.400299326
,,270.6392229,0.401390689
,,270.3856414,0.40241788
,,270.13206,0.403380171
,,269.8784786,0.404276917
,,269.6248971,0.405107549
,,269.3713157,0.40587157
,,269.1177343,0.40656855
,,268.8641529,0.407198117
,,268.6105714,0.40775996
,,268.35699,0.408253817
,,268.1034086,0.408679473
,,267.8498271,0.409036756
,,267.5962457,0.409325533
,,267.3426643,0.409545706
,,267.0890829,0.40969721
,,266.8355014,0.409780009
,,266.58192,0.409794097
,,266.3283386,0.409739496
,,266.0747571,0.409616255
,,265.8211757,0.409424451
,,265.5675943,0.40916419
,,265.3140129,0.408835611
,,265.0604314,0.408438881
,,264.80685,0.407974209
,,264.5532686,0.407441839
,,264.2996871,0.406842058
,,264.0461057,0.406175202
,,263.7925243,0.405441656
,,263.5389429,0.40464186
,,263.2853614,0.403776312
,,263.03178,0.402845575
,,262.7781986,0.401850279
,,262.5246171,0.400791123
,,262.2710357,0.39966888
,,262.0174543,0.398484401
,,261.7638729,0.397238615
,,261.5102914,0.395932532
,,261.25671,0.394567241
,,261.0031286,0.393143916
,,260.7495471,0.391663811
,,260.4959657,0.390128258
,,260.2423843,0.388538672
,,259.9888029,0.386896539
,,259.7352214,0.385203421
,,259.48164,0.383460945
,,259.2280586,0.381670807
,,258.9744771,0.379834757
,,258.7208957,0.377954602
,,258.4673143,0.376032195
,,258.2137329,0.37406943
,,257.9601514,0.372068235
,,257.70657,0.370030567
,,257.4529886,0.367958404
,,257.1994071,0.365853734
,,256.9458257,0.363718557
,,256.6922443,0.361554868
,,256.4386629,0.359364658
,,256.1850814,0.357149904
,,255.9315,0.35491256
,,255.6779186,0.352654559
,,255.4243371,0.350377799
,,255.1707557,0.348084142
,,254.9171743,0.345775409
,,254.6635929,0.343453376
,,254.4100114,0.341119766
,,254.15643,0.338776251
,,253.9028486,0.336424445
,,253.6492671,0.334065905
,,253.3956857,0.331702124
,,253.1421043,0.329334534
,,252.8885229,0.3269645
,,252.6349414,0.324593323
,,252.38136,0.322222238
,,252.1277786,0.319852414
,,251.8741971,0.317484951
,,251.6206157,0.315120886
,,251.3670343,0.312761188
,,251.1134529,0.310406763
,,250.8598714,0.308058453
,,250.60629,0.305717035
,,250.3527086,0.30338323
,,250.0991271,0.301057693
,,249.8455457,0.298741026
,,249.5919643,0.296433771
,,249.3383829,0.294136418
,,249.0848014,0.291849402
,,248.83122,0.289573109
,,248.5776386,0.287307875
,,248.3240571,0.285053987
,,248.0704757,0.28281169
,,247.8168943,0.280581182
,,247.5633129,0.278362623
,,247.3097314,0.276156132
,,247.05615,0.273961789
,,246.8025686,0.271779639
,,246.5489871,0.269609695
,,246.2954057,0.267451935
,,246.0418243,0.265306308
,,245.7882429,0.263172735
,,245.5346614,0.26105111
,,245.28108,0.258941303
,,245.0274986,0.25684316
,,244.7739171,0.254756507
,,244.5203357,0.252681152
,,244.2667543,0.250616882
,,244.0131729,0.248563474
,,243.7595914,0.246520688
,,243.50601,0.244488273
,,243.2524286,0.242465969
,,242.9988471,0.24045351
,,242.7452657,0.238450621
,,242.4916843,0.236457026
,,242.2381029,0.234472447
,,241.9845214,0.232496604
,,241.73094,0.230529221
,,241.4773586,0.228570025
,,241.2237771,0.226618749
,,240.9701957,0.224675131
,,240.7166143,0.222738922
,,240.4630329,0.220809881
,,240.2094514,0.218887779
,,239.95587,0.216972403
,,239.7022886,0.215063551
,,239.4487071,0.213161042
,,239.1951257,0.211264709
,,238.9415443,0.209374405
,,238.6879629,0.207490004
,,238.4343814,0.205611397
,,238.1808,0.203738501
,,237.9272186,0.20187125
,,237.6736371,0.200009604
,,237.4200557,0.198153544
,,237.1664743,0.196303075
,,236.9128929,0.194458223
,,236.6593114,0.19261904
,,236.40573,0.1907856
,,236.1521486,0.188957997
,,235.8985671,0.187136352
,,235.6449857,0.185320804
,,235.3914043,0.183511514
,,235.1378229,0.181708663
,,234.8842414,0.179912453
,,234.63066,0.178123102
,,234.3770786,0.176340846
,,234.1234971,0.174565939
,,233.8699157,0.172798646
,,233.6163343,0.171039248
,,233.3627529,0.169288039
,,233.1091714,0.16754532
,,232.85559,0.165811403
,,232.6020086,0.164086609
,,232.3484271,0.162371262
,,232.0948457,0.160665691
,,231.8412643,0.15897023
,,231.5876829,0.157285211
,,231.3341014,0.155610967
,,231.08052,0.153947831
,,230.8269386,0.152296129
,,230.5733571,0.150656185
,,230.3197757,0.149028317
,,230.0661943,0.147412835
,,229.8126129,0.14581004
,,229.5590314,0.144220224
,,229.30545,0.142643669
,,229.0518686,0.141080645
,,228.7982871,0.13953141
,,228.5447057,0.137996209
,,228.2911243,0.136475273
,,228.0375429,0.134968819
,,227.7839614,0.13347705
,,227.53038,0.132000153
,,227.2767986,0.1305383
,,227.0232171,0.129091648
,,226.7696357,0.127660339
,,226.5160543,0.126244498
,,226.2624729,0.124844235
,,226.0088914,0.123459646
,,225.75531,0.122090809
,,225.5017286,0.120737791
,,225.2481471,0.11940064
,,224.9945657,0.118079392
,,224.7409843,0.11677407
,,224.4874029,0.115484681
,,224.2338214,0.114211221
,,223.98024,0.112953672
,,223.7266586,0.111712004
,,223.4730771,0.110486177
,,223.2194957,0.109276137
,,222.9659143,0.108081821
,,222.7123329,0.106903158
,,222.4587514,0.105740064
,,222.20517,0.104592447
,,221.9515886,0.103460209
,,221.6980071,0.102343241
,,221.4444257,0.101241427
,,221.1908443,0.100154647
,,220.9372629,0.099082772
,,220.6836814,0.098025668
,,220.4301,0.096983195
,,220.1765186,0.095955208
,,219.9229371,0.09494156
,,219.6693557,0.093942097
,,219.4157743,0.092956663
,,219.1621929,0.091985098
,,218.9086114,0.09102724
,,218.65503,0.090082922
,,218.4014486,0.08915198
,,218.1478671,0.088234243
,,217.8942857,0.087329541
,,217.6407043,0.086437702
,,217.3871229,0.085558555
,,217.1335414,0.084691926
,,216.87996,0.083837641
,,216.6263786,0.082995526
,,216.3727971,0.082165409
,,216.1192157,0.081347115
,,215.8656343,0.080540471
,,215.6120529,0.079745305
,,215.3584714,0.078961445
,,215.10489,0.078188721
,,214.8513086,0.077426963
,,214.5977271,0.076676002
,,214.3441457,0.07593567
,,214.0905643,0.075205803
,,213.8369829,0.074486235
,,213.5834014,0.073776803
,,213.32982,0.073077347
,,213.0762386,0.072387707
,,212.8226571,0.071707726
,,212.5690757,0.071037247
,,212.3154943,0.070376116
,,212.0619129,0.069724181
,,211.8083314,0.069081293
,,211.55475,0.068447304
,,211.3011686,0.067822066
,,211.0475871,0.067205437
,,210.7940057,0.066597273
,,210.5404243,0.065997437
,,210.2868429,0.065405789
,,210.0332614,0.064822193
,,209.77968,0.064246517
,,209.5260986,0.063678629
,,209.2725171,0.063118399
,,209.0189357,0.0625657
,,208.7653543,0.062020407
,,208.5117729,0.061482396
,,208.2581914,0.060951547
,,208.00461,0.06042774
,,207.7510286,0.059910858
,,207.4974471,0.059400786
,,207.2438657,0.058897411
,,206.9902843,0.058400621
,,206.7367029,0.057910308
,,206.4831214,0.057426364
,,206.22954,0.056948684
,,205.9759586,0.056477164
,,205.7223771,0.056011702
,,205.4687957,0.055552199
,,205.2152143,0.055098556
,,204.9616329,0.054650678
,,204.7080514,0.054208469
,,204.45447,0.053771837
,,204.2008886,0.053340691
,,203.9473071,0.052914941
,,203.6937257,0.052494499
,,203.4401443,0.052079279
,,203.1865629,0.051669197
,,202.9329814,0.051264168
,,202.6794,0.050864113
,,202.4258186,0.05046895
,,202.1722371,0.050078601
,,201.9186557,0.049692989
,,201.6650743,0.049312039
,,201.4114929,0.048935675
,,201.1579114,0.048563825
,,200.90433,0.048196418
,,200.6507486,0.047833383
,,200.3971671,0.047474651
,,200.1435857,0.047120155
,,199.8900043,0.046769828
,,199.6364229,0.046423605
,,199.3828414,0.046081422
,,199.12926,0.045743216
,,198.8756786,0.045408925
,,198.6220971,0.045078489
,,198.3685157,0.044751849
,,198.1149343,0.044428947
,,197.8613529,0.044109724
,,197.6077714,0.043794125
,,197.35419,0.043482095
,,197.1006086,0.043173579
,,196.8470271,0.042868524
,,196.5934457,0.042566879
,,196.3398643,0.042268592
,,196.0862829,0.041973612
,,195.8327014,0.041681891
,,195.57912,0.041393379
,,195.3255386,0.041108029
,,195.0719571,0.040825795
,,194.8183757,0.04054663
,,194.5647943,0.040270489
,,194.3112129,0.039997328
,,194.0576314,0.039727104
,,193.80405,0.039459774
,,193.5504686,0.039195295
,,193.2968871,0.038933627
,,193.0433057,0.038674729
,,192.7897243,0.038418561
,,192.5361429,0.038165085
,,192.2825614,0.037914261
,,192.02898,0.037666052
,,191.7753986,0.037420422
,,191.5218171,0.037177333
,,191.2682357,0.036936751
,,191.0146543,0.036698639
,,190.7610729,0.036462963
,,190.5074914,0.03622969
,,190.25391,0.035998786
,,190.0003286,0.035770217
,,189.7467471,0.035543953
,,189.4931657,0.035319961
,,189.2395843,0.035098211
,,188.9860029,0.03487867
,,188.7324214,0.034661311
,,188.47884,0.034446102
,,188.2252586,0.034233015
,,187.9716771,0.034022022
,,187.7180957,0.033813094
,,187.4645143,0.033606203
,,187.2109329,0.033401323
,,186.9573514,0.033198426
,,186.70377,0.032997487
,,186.4501886,0.032798479
,,186.1966071,0.032601378
,,185.9430257,0.032406158
,,185.6894443,0.032212794
,,185.4358629,0.032021263
,,185.1822814,0.03183154
,,184.9287,0.031643603
,,184.6751186,0.031457428
,,184.4215371,0.031272992
,,184.1679557,0.031090274
,,183.9143743,0.030909251
,,183.6607929,0.030729902
,,183.4072114,0.030552205
,,183.15363,0.03037614
,,182.9000486,0.030201687
,,182.6464671,0.030028824
,,182.3928857,0.029857532
,,182.1393043,0.029687792
,,181.8857229,0.029519583
,,181.6321414,0.029352888
,,181.37856,0.029187687
,,181.1249786,0.029023962
,,180.8713971,0.028861695
,,180.6178157,0.028700868
,,180.3642343,0.028541464
,,180.1106529,0.028383465
,,179.8570714,0.028226854
,,179.60349,0.028071615
,,179.3499086,0.02791773
,,179.0963271,0.027765184
,,178.8427457,0.027613961
,,178.5891643,0.027464045
,,178.3355829,0.02731542
,,178.0820014,0.027168071
,,177.82842,0.027021983
,,177.5748386,0.026877141
,,177.3212571,0.026733531
,,177.0676757,0.026591138
,,176.8140943,0.026449948
,,176.5605129,0.026309946
,,176.3069314,0.02617112
,,176.05335,0.026033456
,,175.7997686,0.02589694
,,175.5461871,0.025761559
,,175.2926057,0.025627299
,,175.0390243,0.02549415
,,174.7854429,0.025362096
,,174.5318614,0.025231127
,,174.27828,0.02510123
,,174.0246986,0.024972393
,,173.7711171,0.024844604
,,173.5175357,0.024717851
,,173.2639543,0.024592123
,,173.0103729,0.024467408
,,172.7567914,0.024343694
,,172.50321,0.024220972
,,172.2496286,0.02409923
,,171.9960471,0.023978457
,,171.7424657,0.023858643
,,171.4888843,0.023739777
,,171.2353029,0.023621848
,,170.9817214,0.023504847
,,170.72814,0.023388764
,,170.4745586,0.023273588
,,170.2209771,0.02315931
,,169.9673957,0.023045921
,,169.7138143,0.02293341
,,169.4602329,0.022821768
,,169.2066514,0.022710986
,,168.95307,0.022601056
,,168.6994886,0.022491967
,,168.4459071,0.022383711
,,168.1923257,0.02227628
,,167.9387443,0.022169664
,,167.6851629,0.022063855
,,167.4315814,0.021958845
,,167.178,0.021854626
